1,-76.7381893,17.9929247
1,-76.7365191,17.9876072
1,-76.7358595,17.9884985
1,-76.7359986,17.9880359
1,-76.7359922,17.9881237
1,-76.7360457,17.988217
1,-76.7360986,17.9885387
1,-76.7360524,17.9887338
1,-76.735996,17.9889869
1,-76.7359127,17.9890373
1,-76.7361446,17.9897394
1,-76.7352313,17.989197
1,-76.7358096,17.9881366
1,-76.7356646,17.9880754
1,-76.7355522,17.9880663
1,-76.7359222,17.9880361
1,-76.7360097,17.9879588
1,-76.7362551,17.9898166
1,-76.7381783,17.993022
1,-76.73748,17.9922292
1,-76.7371536,17.9921251
1,-76.7370471,17.9921266
1,-76.7372037,17.9923222
1,-76.737091,17.9923707
1,-76.7369059,17.9924332
1,-76.7369609,17.9926245
1,-76.736686,17.9923707
1,-76.7382438,17.9928933
1,-76.7443406,17.9963763
1,-76.7434836,17.99351
1,-76.7435574,17.9934326
1,-76.7371436,17.9873983
1,-76.7372912,17.9873797
1,-76.7369719,17.9875144
1,-76.7364568,17.9897082
1,-76.7436448,17.9933782
1,-76.7437396,17.9933438
1,-76.7426568,17.9914215
1,-76.7438496,17.9933094
1,-76.7428375,17.9914215
1,-76.7432517,17.994146
1,-76.7431282,17.9938466
1,-76.743943,17.9932593
1,-76.7430333,17.9915146
1,-76.7425189,17.992624
1,-76.7440665,17.9932106
1,-76.7431357,17.9916077
1,-76.7458075,17.9951215
1,-76.7441764,17.9931433
1,-76.743217,17.9916664
1,-76.7433104,17.9917452
1,-76.7433616,17.9918354
1,-76.7346442,17.987856
1,-76.7445078,17.9961944
1,-76.7434249,17.9919128
1,-76.7436086,17.9918197
1,-76.7426387,17.9930709
1,-76.7434791,17.9920073
1,-76.7374501,17.9906422
1,-76.7344514,17.988174
1,-76.743205,17.9937578
1,-76.7345207,17.9888373
1,-76.743955,17.9927494
1,-76.7359402,17.9894862
1,-76.7432758,17.9936676
1,-76.7442969,17.9928238
1,-76.7359576,17.9896438
1,-76.7433767,17.9935916
1,-76.7376738,17.9879828
1,-76.7376459,17.9882349
1,-76.7435092,17.9952375
1,-76.7403163,17.9951824
1,-76.7372543,17.9875545
2,-76.7381893,17.9929247
2,-76.7365191,17.9876072
2,-76.7358595,17.9884985
2,-76.7359986,17.9880359
2,-76.7359922,17.9881237
2,-76.7360457,17.988217
2,-76.7360986,17.9885387
2,-76.7360524,17.9887338
2,-76.735996,17.9889869
2,-76.7359127,17.9890373
2,-76.7361446,17.9897394
2,-76.7352313,17.989197
2,-76.7358096,17.9881366
2,-76.7356646,17.9880754
2,-76.7355522,17.9880663
2,-76.7359222,17.9880361
2,-76.7360097,17.9879588
2,-76.7362551,17.9898166
2,-76.7381783,17.993022
2,-76.73748,17.9922292
2,-76.7371536,17.9921251
2,-76.7370471,17.9921266
2,-76.7372037,17.9923222
2,-76.737091,17.9923707
2,-76.7369059,17.9924332
2,-76.7369609,17.9926245
2,-76.736686,17.9923707
2,-76.7382438,17.9928933
2,-76.7443406,17.9963763
2,-76.7434836,17.99351
2,-76.7435574,17.9934326
2,-76.7371436,17.9873983
2,-76.7372912,17.9873797
2,-76.7369719,17.9875144
2,-76.7364568,17.9897082
2,-76.7436448,17.9933782
2,-76.7437396,17.9933438
2,-76.7426568,17.9914215
2,-76.7438496,17.9933094
2,-76.7428375,17.9914215
2,-76.7432517,17.994146
2,-76.7431282,17.9938466
2,-76.743943,17.9932593
2,-76.7430333,17.9915146
2,-76.7425189,17.992624
2,-76.7440665,17.9932106
2,-76.7431357,17.9916077
2,-76.7458075,17.9951215
2,-76.7441764,17.9931433
2,-76.743217,17.9916664
2,-76.7433104,17.9917452
2,-76.7433616,17.9918354
2,-76.7346442,17.987856
2,-76.7445078,17.9961944
2,-76.7434249,17.9919128
2,-76.7436086,17.9918197
2,-76.7426387,17.9930709
2,-76.7434791,17.9920073
2,-76.7374501,17.9906422
2,-76.7344514,17.988174
2,-76.743205,17.9937578
2,-76.7345207,17.9888373
2,-76.743955,17.9927494
2,-76.7359402,17.9894862
2,-76.7432758,17.9936676
2,-76.7442969,17.9928238
2,-76.7359576,17.9896438
2,-76.7433767,17.9935916
2,-76.7376738,17.9879828
2,-76.7376459,17.9882349
2,-76.7435092,17.9952375
2,-76.7403163,17.9951824
2,-76.7372543,17.9875545
